,initialWindForecast,latestWindForecast,settlementDate,settlementPeriod,windOutturn
2017042106,NULL,NULL,2017-04-21,6,3117
2017042107,3390,3433,2017-04-21,7,3160
2017042108,NULL,NULL,2017-04-21,8,3247
2017042109,3500,3662,2017-04-21,9,3239
2017042110,NULL,NULL,2017-04-21,10,3240
2017042111,3574,3854,2017-04-21,11,3246
2017042112,NULL,NULL,2017-04-21,12,3529
2017042113,3651,4045,2017-04-21,13,3725
2017042114,NULL,NULL,2017-04-21,14,3883
2017042115,3731,4148,2017-04-21,15,4074
2017042116,NULL,NULL,2017-04-21,16,4241
2017042117,3848,4260,2017-04-21,17,4269
2017042118,NULL,NULL,2017-04-21,18,4394
2017042119,3965,4334,2017-04-21,19,4458
2017042120,NULL,NULL,2017-04-21,20,4601
2017042121,4079,4408,2017-04-21,21,4820
2017042122,NULL,NULL,2017-04-21,22,4939
2017042123,4165,4448,2017-04-21,23,4733
2017042124,NULL,NULL,2017-04-21,24,4527
2017042125,4253,4505,2017-04-21,25,4604
2017042126,NULL,NULL,2017-04-21,26,4639
2017042127,4340,4266,2017-04-21,27,4638
2017042128,NULL,NULL,2017-04-21,28,4767
2017042129,4464,4278,2017-04-21,29,4755
2017042130,NULL,NULL,2017-04-21,30,4395
2017042131,4583,4224,2017-04-21,31,4302
2017042132,NULL,NULL,2017-04-21,32,4201
2017042133,4701,4503,2017-04-21,33,4200
2017042134,NULL,NULL,2017-04-21,34,4132
2017042135,4667,4295,2017-04-21,35,4033
2017042136,NULL,NULL,2017-04-21,36,3857
2017042137,4636,3983,2017-04-21,37,3606
2017042138,NULL,NULL,2017-04-21,38,3554
2017042139,4604,3598,2017-04-21,39,3364
2017042140,NULL,NULL,2017-04-21,40,3253
2017042141,4495,3191,2017-04-21,41,3072
2017042142,NULL,NULL,2017-04-21,42,3003
2017042143,4380,3056,2017-04-21,43,2946
2017042144,NULL,NULL,2017-04-21,44,2876
2017042145,3428,2830,2017-04-21,45,2858
2017042146,NULL,NULL,2017-04-21,46,2676
2017042147,3159,2571,2017-04-21,47,2666
2017042148,NULL,NULL,2017-04-21,48,2669
2017042201,2912,2367,2017-04-22,1,2553
2017042202,NULL,NULL,2017-04-22,2,2382
2017042203,2691,2145,2017-04-22,3,2180
2017042204,NULL,NULL,2017-04-22,4,2119
2017042205,2529,2009,2017-04-22,5,1865
2017042206,NULL,NULL,2017-04-22,6,1790
2017042207,2378,1928,2017-04-22,7,1778
2017042208,NULL,NULL,2017-04-22,8,1715
2017042209,2239,1781,2017-04-22,9,1599
2017042210,NULL,NULL,2017-04-22,10,1564
2017042211,2111,1605,2017-04-22,11,1690
2017042212,NULL,NULL,2017-04-22,12,1678
2017042213,1996,1523,2017-04-22,13,1586
2017042214,NULL,NULL,2017-04-22,14,1626
2017042215,1892,1450,2017-04-22,15,1544
2017042216,NULL,NULL,2017-04-22,16,1287
2017042217,1798,1345,2017-04-22,17,1148
2017042218,NULL,NULL,2017-04-22,18,1255
2017042219,1719,1367,2017-04-22,19,1207
2017042220,NULL,NULL,2017-04-22,20,1282
2017042221,1655,1359,2017-04-22,21,1310
2017042222,NULL,NULL,2017-04-22,22,1215
2017042223,1629,1428,2017-04-22,23,1110
2017042224,NULL,NULL,2017-04-22,24,981
2017042225,1606,1508,2017-04-22,25,933
2017042226,NULL,NULL,2017-04-22,26,1014
2017042227,1588,1628,2017-04-22,27,1112
2017042228,NULL,NULL,2017-04-22,28,1066
2017042229,1668,1747,2017-04-22,29,1114
2017042230,NULL,NULL,2017-04-22,30,1201
2017042231,1756,1853,2017-04-22,31,1299
2017042232,NULL,NULL,2017-04-22,32,1336
2017042233,1852,1925,2017-04-22,33,1300
2017042234,NULL,NULL,2017-04-22,34,1374
2017042235,1793,1864,2017-04-22,35,1329
2017042236,NULL,NULL,2017-04-22,36,1324
2017042237,1744,1746,2017-04-22,37,1328
2017042238,NULL,NULL,2017-04-22,38,1340
2017042239,1707,1528,2017-04-22,39,1208
2017042240,NULL,NULL,2017-04-22,40,1073
2017042241,1487,1278,2017-04-22,41,979
2017042242,NULL,NULL,2017-04-22,42,919
2017042243,1296,1323,2017-04-22,43,809
2017042244,NULL,NULL,2017-04-22,44,789
2017042245,1272,1228,2017-04-22,45,820
2017042246,NULL,NULL,2017-04-22,46,822
2017042247,1060,1109,2017-04-22,47,819
2017042248,NULL,NULL,2017-04-22,48,749
2017042301,902,1040,2017-04-23,1,682
2017042302,NULL,NULL,2017-04-23,2,648
2017042303,779,957,2017-04-23,3,622
2017042304,NULL,NULL,2017-04-23,4,645
2017042305,756,919,2017-04-23,5,660
2017042306,NULL,NULL,2017-04-23,6,649
2017042307,745,933,2017-04-23,7,607
2017042308,NULL,NULL,2017-04-23,8,582
2017042309,748,968,2017-04-23,9,552
2017042310,NULL,NULL,2017-04-23,10,574
2017042311,777,998,2017-04-23,11,610
2017042312,NULL,NULL,2017-04-23,12,595
2017042313,808,1027,2017-04-23,13,591
2017042314,NULL,NULL,2017-04-23,14,604
2017042315,840,1032,2017-04-23,15,628
2017042316,NULL,NULL,2017-04-23,16,669
2017042317,903,1106,2017-04-23,17,743
2017042318,NULL,NULL,2017-04-23,18,773
2017042319,984,1274,2017-04-23,19,793
2017042320,NULL,NULL,2017-04-23,20,860
2017042321,1107,1490,2017-04-23,21,935
2017042322,NULL,NULL,2017-04-23,22,1064
2017042323,1252,1694,2017-04-23,23,1166
2017042324,NULL,NULL,2017-04-23,24,1336
2017042325,1431,1972,2017-04-23,25,1552
2017042326,NULL,NULL,2017-04-23,26,1731
2017042327,1640,2280,2017-04-23,27,1867
2017042328,NULL,NULL,2017-04-23,28,2079
2017042329,1861,2621,2017-04-23,29,2250
2017042330,NULL,NULL,2017-04-23,30,2471
2017042331,2097,2982,2017-04-23,31,2651
2017042332,NULL,NULL,2017-04-23,32,2912
2017042333,2343,3350,2017-04-23,33,3120
2017042334,NULL,NULL,2017-04-23,34,3334
2017042335,2466,3648,2017-04-23,35,3394
2017042336,NULL,NULL,2017-04-23,36,3433
2017042337,2597,3941,2017-04-23,37,3461
2017042338,NULL,NULL,2017-04-23,38,3337
2017042339,2740,4313,2017-04-23,39,3440
2017042340,NULL,NULL,2017-04-23,40,3794
2017042341,2896,4852,2017-04-23,41,4132
2017042342,NULL,NULL,2017-04-23,42,4614
2017042343,3087,4716,2017-04-23,43,4846
2017042344,NULL,NULL,2017-04-23,44,5029
2017042345,4647,5220,2017-04-23,45,5314
2017042346,NULL,NULL,2017-04-23,46,5292
2017042347,4955,5503,2017-04-23,47,4733
2017042348,NULL,NULL,2017-04-23,48,4478
2017042401,5255,5614,2017-04-24,1,4081
2017042402,NULL,NULL,2017-04-24,2,3782
2017042403,5545,5706,2017-04-24,3,3952
2017042404,NULL,NULL,2017-04-24,4,3779
2017042405,5579,5454,2017-04-24,5,3748
2017042406,NULL,NULL,2017-04-24,6,3875
2017042407,5609,5099,2017-04-24,7,4169
2017042408,NULL,NULL,2017-04-24,8,4054
2017042409,5632,4768,2017-04-24,9,4069
2017042410,NULL,NULL,2017-04-24,10,4010
2017042411,5590,4364,2017-04-24,11,4029
2017042412,NULL,NULL,2017-04-24,12,3784
2017042413,5535,3968,2017-04-24,13,3702
2017042414,NULL,NULL,2017-04-24,14,3767
2017042415,5478,3747,2017-04-24,15,3712
2017042416,NULL,NULL,2017-04-24,16,3732
2017042417,5438,3868,2017-04-24,17,4003
2017042418,NULL,NULL,2017-04-24,18,4350
2017042419,5397,4058,2017-04-24,19,4491
2017042420,NULL,NULL,2017-04-24,20,4428
2017042421,5351,4244,2017-04-24,21,4673
2017042422,NULL,NULL,2017-04-24,22,4876
2017042423,5280,4649,2017-04-24,23,5145
2017042424,NULL,NULL,2017-04-24,24,5262
2017042425,5207,4950,2017-04-24,25,5263
2017042426,NULL,NULL,2017-04-24,26,5419
2017042427,5134,5423,2017-04-24,27,5371
2017042428,NULL,NULL,2017-04-24,28,5431
2017042429,5190,5730,2017-04-24,29,5475
2017042430,NULL,NULL,2017-04-24,30,5582
2017042431,5244,5961,2017-04-24,31,5478
2017042432,NULL,NULL,2017-04-24,32,5522
2017042433,5290,5977,2017-04-24,33,5807
2017042434,NULL,NULL,2017-04-24,34,5800
2017042435,5383,5961,2017-04-24,35,5901
2017042436,NULL,NULL,2017-04-24,36,5895
2017042437,5473,6019,2017-04-24,37,5961
2017042438,NULL,NULL,2017-04-24,38,6008
2017042439,5558,6141,2017-04-24,39,5716
2017042440,NULL,NULL,2017-04-24,40,5414
2017042441,5468,6265,2017-04-24,41,5300
2017042442,NULL,NULL,2017-04-24,42,5221
2017042443,5369,7146,2017-04-24,43,5345
2017042444,NULL,NULL,2017-04-24,44,5657
2017042445,5724,7226,2017-04-24,45,5964
2017042446,NULL,NULL,2017-04-24,46,6346
2017042447,5937,7329,2017-04-24,47,6373
2017042448,NULL,NULL,2017-04-24,48,6485
2017042501,6135,7391,2017-04-25,1,6532
2017042502,NULL,NULL,2017-04-25,2,7048
2017042503,6302,7335,2017-04-25,3,7000
2017042504,NULL,NULL,2017-04-25,4,6670
2017042505,6498,7205,2017-04-25,5,6525
2017042506,NULL,NULL,2017-04-25,6,6344
2017042507,6664,7176,2017-04-25,7,6150
2017042508,NULL,NULL,2017-04-25,8,6313
2017042509,6801,7172,2017-04-25,9,6489
2017042510,NULL,NULL,2017-04-25,10,6392
2017042511,6867,7244,2017-04-25,11,6424
2017042512,NULL,NULL,2017-04-25,12,6241
2017042513,6922,7298,2017-04-25,13,6520
2017042514,NULL,NULL,2017-04-25,14,6545
2017042515,6967,7287,2017-04-25,15,6473
2017042516,NULL,NULL,2017-04-25,16,6468
2017042517,6999,7294,2017-04-25,17,6475
2017042518,NULL,NULL,2017-04-25,18,6260
2017042519,7022,7180,2017-04-25,19,6262
2017042520,NULL,NULL,2017-04-25,20,6500
2017042521,7028,7113,2017-04-25,21,6658
2017042522,NULL,NULL,2017-04-25,22,6673
2017042523,6951,6974,2017-04-25,23,6768
2017042524,NULL,NULL,2017-04-25,24,6755
2017042525,6863,6788,2017-04-25,25,6719
2017042526,NULL,NULL,2017-04-25,26,6624
2017042527,6764,6685,2017-04-25,27,6571
2017042528,NULL,NULL,2017-04-25,28,6491
2017042529,6712,6579,2017-04-25,29,6372
2017042530,NULL,NULL,2017-04-25,30,6387
2017042531,6658,6479,2017-04-25,31,6104
2017042532,NULL,NULL,2017-04-25,32,6347
2017042533,6601,6534,2017-04-25,33,6750
2017042534,NULL,NULL,2017-04-25,34,6614
2017042535,6445,6445,2017-04-25,35,5788
2017042536,NULL,NULL,2017-04-25,36,6160
2017042537,6281,6146,2017-04-25,37,5875
2017042538,NULL,NULL,2017-04-25,38,6086
2017042539,6106,5797,2017-04-25,39,5827
2017042540,NULL,NULL,2017-04-25,40,5882
2017042541,5978,5569,2017-04-25,41,5699
2017042542,NULL,NULL,2017-04-25,42,5619
2017042543,5840,5604,2017-04-25,43,5207
2017042544,NULL,NULL,2017-04-25,44,5182
2017042545,5857,5418,2017-04-25,45,4933
2017042546,NULL,NULL,2017-04-25,46,5032
2017042547,5782,5273,2017-04-25,47,4741
2017042548,NULL,NULL,2017-04-25,48,4558
2017042601,5688,5201,2017-04-26,1,4029
2017042602,NULL,NULL,2017-04-26,2,4314
2017042603,5585,5137,2017-04-26,3,4218
2017042604,NULL,NULL,2017-04-26,4,4462
2017042605,5395,5101,2017-04-26,5,4427
2017042606,NULL,NULL,2017-04-26,6,4321
2017042607,5194,5014,2017-04-26,7,4340
2017042608,NULL,NULL,2017-04-26,8,4366
2017042609,4990,4867,2017-04-26,9,4376
2017042610,NULL,NULL,2017-04-26,10,4134
2017042611,4626,4644,2017-04-26,11,3938
2017042612,NULL,NULL,2017-04-26,12,4052
2017042613,4265,4412,2017-04-26,13,4025
2017042614,NULL,NULL,2017-04-26,14,3810
2017042615,3912,4044,2017-04-26,15,3636
2017042616,NULL,NULL,2017-04-26,16,3616
2017042617,3492,3660,2017-04-26,17,3476
2017042618,NULL,NULL,2017-04-26,18,3263
2017042619,3085,3374,2017-04-26,19,2923
2017042620,NULL,NULL,2017-04-26,20,2906
2017042621,2703,2951,2017-04-26,21,3050
2017042622,NULL,NULL,2017-04-26,22,2796
2017042623,2482,2900,2017-04-26,23,2539
2017042624,NULL,NULL,2017-04-26,24,2408
2017042625,2283,2796,2017-04-26,25,2583
2017042626,NULL,NULL,2017-04-26,26,2795
2017042627,2107,2697,2017-04-26,27,2787
2017042628,NULL,NULL,2017-04-26,28,2732
2017042629,2164,2748,2017-04-26,29,2794
2017042630,NULL,NULL,2017-04-26,30,2611
2017042631,2227,2808,2017-04-26,31,2688
2017042632,NULL,NULL,2017-04-26,32,2492
2017042633,2295,2717,2017-04-26,33,2497
2017042634,NULL,NULL,2017-04-26,34,2600
2017042635,2222,2768,2017-04-26,35,2598
2017042636,NULL,NULL,2017-04-26,36,2551
2017042637,2158,2589,2017-04-26,37,2853
2017042638,NULL,NULL,2017-04-26,38,2964
2017042639,2100,2569,2017-04-26,39,2904
2017042640,NULL,NULL,2017-04-26,40,2888
2017042641,1882,2428,2017-04-26,41,2818
2017042642,NULL,NULL,2017-04-26,42,2548
2017042643,1683,2504,2017-04-26,43,2453
2017042644,NULL,NULL,2017-04-26,44,2301
2017042645,1776,2456,2017-04-26,45,2454
2017042646,NULL,NULL,2017-04-26,46,2481
2017042647,1728,2400,2017-04-26,47,2366
2017042648,NULL,NULL,2017-04-26,48,2396
2017042701,1701,2580,2017-04-27,1,2392
2017042702,NULL,NULL,2017-04-27,2,2380
2017042703,1696,2623,2017-04-27,3,2450
2017042704,NULL,NULL,2017-04-27,4,2557
2017042705,1766,2814,2017-04-27,5,2545
2017042706,NULL,NULL,2017-04-27,6,2601
2017042707,1849,3102,2017-04-27,7,2684
2017042708,NULL,NULL,2017-04-27,8,2807
2017042709,1942,3400,2017-04-27,9,3129
2017042710,NULL,NULL,2017-04-27,10,3376
2017042711,1990,3704,2017-04-27,11,3503
2017042712,NULL,NULL,2017-04-27,12,3841
2017042713,2051,4008,2017-04-27,13,4014
2017042714,NULL,NULL,2017-04-27,14,4113
2017042715,2123,4207,2017-04-27,15,4032
2017042716,NULL,NULL,2017-04-27,16,4044
2017042717,2123,4345,2017-04-27,17,4151
2017042718,NULL,NULL,2017-04-27,18,4164
2017042719,2145,4613,2017-04-27,19,4368
2017042720,NULL,NULL,2017-04-27,20,4454
2017042721,2189,4802,2017-04-27,21,4480
2017042722,NULL,NULL,2017-04-27,22,4458
2017042723,2363,5023,2017-04-27,23,4406
2017042724,NULL,NULL,2017-04-27,24,4420
2017042725,2568,5161,2017-04-27,25,4373
2017042726,NULL,NULL,2017-04-27,26,4376
2017042727,2799,5269,2017-04-27,27,4291
2017042728,NULL,NULL,2017-04-27,28,4314
2017042729,3048,5274,2017-04-27,29,4304
2017042730,NULL,NULL,2017-04-27,30,4376
2017042731,3298,5206,2017-04-27,31,4600
2017042732,NULL,NULL,2017-04-27,32,4658
2017042733,3539,5134,2017-04-27,33,4393
2017042734,NULL,NULL,2017-04-27,34,4216
2017042735,3532,4959,2017-04-27,35,3973
2017042736,NULL,NULL,2017-04-27,36,4060
2017042737,3523,4667,2017-04-27,37,3983
2017042738,NULL,NULL,2017-04-27,38,4145
2017042739,3511,4345,2017-04-27,39,3840
2017042740,NULL,NULL,2017-04-27,40,3713
2017042741,3285,3824,2017-04-27,41,3608
2017042742,NULL,NULL,2017-04-27,42,3460
2017042743,3065,3931,2017-04-27,43,3301
2017042744,NULL,NULL,2017-04-27,44,3177
2017042745,2860,3687,2017-04-27,45,2853
2017042746,NULL,NULL,2017-04-27,46,2667
2017042747,2616,3269,2017-04-27,47,2371
2017042748,NULL,NULL,2017-04-27,48,2227
2017042801,2402,2829,2017-04-28,1,2071
2017042802,NULL,NULL,2017-04-28,2,2128
2017042803,2224,2340,2017-04-28,3,1906
2017042804,NULL,NULL,2017-04-28,4,1830
2017042805,2078,2026,2017-04-28,5,1639
2017042806,NULL,NULL,2017-04-28,6,1614
2017042807,1952,1763,2017-04-28,7,1620
2017042808,NULL,NULL,2017-04-28,8,1513
2017042809,1846,1467,2017-04-28,9,1428
2017042810,NULL,NULL,2017-04-28,10,1444
2017042811,1721,1286,2017-04-28,11,1408
2017042812,NULL,NULL,2017-04-28,12,1344
2017042813,1605,1169,2017-04-28,13,1308
2017042814,NULL,NULL,2017-04-28,14,1308
2017042815,1499,1062,2017-04-28,15,1230
2017042816,NULL,NULL,2017-04-28,16,984
2017042817,1346,942,2017-04-28,17,960
2017042818,NULL,NULL,2017-04-28,18,835
2017042819,1201,828,2017-04-28,19,834
2017042820,NULL,NULL,2017-04-28,20,735
2017042821,1069,677,2017-04-28,21,627
2017042822,NULL,NULL,2017-04-28,22,553
2017042823,905,543,2017-04-28,23,467
2017042824,NULL,NULL,2017-04-28,24,328
2017042825,766,452,2017-04-28,25,288
2017042826,NULL,NULL,2017-04-28,26,275
2017042827,654,432,2017-04-28,27,214
2017042828,NULL,NULL,2017-04-28,28,266
2017042829,612,430,2017-04-28,29,294
2017042830,NULL,NULL,2017-04-28,30,335
2017042831,583,503,2017-04-28,31,419
2017042832,NULL,NULL,2017-04-28,32,481
2017042833,566,590,2017-04-28,33,492
2017042834,NULL,NULL,2017-04-28,34,491
2017042835,539,663,2017-04-28,35,482
2017042836,NULL,NULL,2017-04-28,36,551
2017042837,520,740,2017-04-28,37,596
2017042838,NULL,NULL,2017-04-28,38,559
2017042839,506,732,2017-04-28,39,511
2017042840,NULL,NULL,2017-04-28,40,475
2017042841,482,684,2017-04-28,41,466
2017042842,NULL,NULL,2017-04-28,42,487
2017042843,466,644,2017-04-28,43,470
2017042844,NULL,NULL,2017-04-28,44,464
2017042845,579,737,2017-04-28,45,423
2017042846,NULL,NULL,2017-04-28,46,497
2017042847,619,916,2017-04-28,47,610
2017042848,NULL,NULL,2017-04-28,48,662
2017042901,664,1080,2017-04-29,1,732
2017042902,NULL,NULL,2017-04-29,2,809
2017042903,713,1239,2017-04-29,3,843
2017042904,NULL,NULL,2017-04-29,4,930
2017042905,754,1338,2017-04-29,5,986
2017042906,NULL,NULL,2017-04-29,6,1020
2017042907,801,1406,2017-04-29,7,948
2017042908,NULL,NULL,2017-04-29,8,846
2017042909,857,1476,2017-04-29,9,792
2017042910,NULL,NULL,2017-04-29,10,789
2017042911,930,1552,2017-04-29,11,863
2017042912,NULL,NULL,2017-04-29,12,930
2017042913,1011,1644,2017-04-29,13,1002
2017042914,NULL,NULL,2017-04-29,14,1103
2017042915,1102,1713,2017-04-29,15,1241
2017042916,NULL,NULL,2017-04-29,16,1350
2017042917,1332,1866,2017-04-29,17,1418
2017042918,NULL,NULL,2017-04-29,18,1546
2017042919,1602,2181,2017-04-29,19,1705
2017042920,NULL,NULL,2017-04-29,20,1839
2017042921,1909,2483,2017-04-29,21,2104
2017042922,NULL,NULL,2017-04-29,22,2353
2017042923,2190,2751,2017-04-29,23,2420
2017042924,NULL,NULL,2017-04-29,24,2487
2017042925,2484,2978,2017-04-29,25,2609
2017042926,NULL,NULL,2017-04-29,26,2795
2017042927,2785,3186,2017-04-29,27,2925
2017042928,NULL,NULL,2017-04-29,28,2919
2017042929,2853,3413,2017-04-29,29,2960
2017042930,NULL,NULL,2017-04-29,30,3120
2017042931,2923,3560,2017-04-29,31,3400
2017042932,NULL,NULL,2017-04-29,32,3383
2017042933,3000,3807,2017-04-29,33,3390
2017042934,NULL,NULL,2017-04-29,34,3491
2017042935,3072,4124,2017-04-29,35,3626
2017042936,NULL,NULL,2017-04-29,36,3792
2017042937,3179,4512,2017-04-29,37,3897
2017042938,NULL,NULL,2017-04-29,38,3638
2017042939,3322,4842,2017-04-29,39,3660
2017042940,NULL,NULL,2017-04-29,40,3979
2017042941,3690,5176,2017-04-29,41,4286
2017042942,NULL,NULL,2017-04-29,42,4593
2017042943,4106,5253,2017-04-29,43,4833
2017042944,NULL,NULL,2017-04-29,44,4987
2017042945,6076,5450,2017-04-29,45,5016
2017042946,NULL,NULL,2017-04-29,46,5158
2017042947,6296,5756,2017-04-29,47,5473
2017042948,NULL,NULL,2017-04-29,48,5696
2017043001,6645,6036,2017-04-30,1,5821
2017043002,NULL,NULL,2017-04-30,2,5906
2017043003,6936,6192,2017-04-30,3,5978
2017043004,NULL,NULL,2017-04-30,4,6092
2017043005,7083,6472,2017-04-30,5,6212
2017043006,NULL,NULL,2017-04-30,6,6403
2017043007,7216,6702,2017-04-30,7,6553
2017043008,NULL,NULL,2017-04-30,8,6581
2017043009,7327,6853,2017-04-30,9,6472
2017043010,NULL,NULL,2017-04-30,10,6406
2017043011,7488,7010,2017-04-30,11,6393
2017043012,NULL,NULL,2017-04-30,12,6461
2017043013,7644,7224,2017-04-30,13,6579
2017043014,NULL,NULL,2017-04-30,14,6947
2017043015,7782,7370,2017-04-30,15,7079
2017043016,NULL,NULL,2017-04-30,16,6950
2017043017,7891,7508,2017-04-30,17,6947
2017043018,NULL,NULL,2017-04-30,18,6863
2017043019,7972,7706,2017-04-30,19,6892
2017043020,NULL,NULL,2017-04-30,20,7036
2017043021,8042,7913,2017-04-30,21,7035
2017043022,NULL,NULL,2017-04-30,22,7010
2017043023,8020,8028,2017-04-30,23,6900
2017043024,NULL,NULL,2017-04-30,24,6923
2017043025,7977,8060,2017-04-30,25,6946
2017043026,NULL,NULL,2017-04-30,26,7036
2017043027,8112,8078,2017-04-30,27,7197
2017043028,NULL,NULL,2017-04-30,28,7295
2017043029,8036,8017,2017-04-30,29,7046
2017043030,NULL,NULL,2017-04-30,30,6903
2017043031,7951,7878,2017-04-30,31,6974
2017043032,NULL,NULL,2017-04-30,32,6976
2017043033,7859,7711,2017-04-30,33,6833
2017043034,NULL,NULL,2017-04-30,34,6758
2017043035,7699,7530,2017-04-30,35,6736
2017043036,NULL,NULL,2017-04-30,36,6520
2017043037,7491,7214,2017-04-30,37,6311
2017043038,NULL,NULL,2017-04-30,38,5729
2017043039,7246,6744,2017-04-30,39,5703
2017043040,NULL,NULL,2017-04-30,40,5992
2017043041,6971,6368,2017-04-30,41,6146
2017043042,NULL,NULL,2017-04-30,42,6361
2017043043,6647,6575,2017-04-30,43,6261
2017043044,NULL,NULL,2017-04-30,44,5905
2017043045,6277,6501,2017-04-30,45,5564
2017043046,NULL,NULL,2017-04-30,46,5485
2017043047,5825,6409,2017-04-30,47,5202
2017043048,NULL,NULL,2017-04-30,48,5028
2017050101,5334,6273,2017-05-01,1,4780
2017050102,NULL,NULL,2017-05-01,2,4399
2017050103,4811,6080,2017-05-01,3,4231
2017050104,NULL,NULL,2017-05-01,4,4296
2017050105,4329,5839,2017-05-01,5,4143
2017050106,NULL,NULL,2017-05-01,6,3938
2017050107,3851,5631,2017-05-01,7,3921
2017050108,NULL,NULL,2017-05-01,8,3957
2017050109,3393,5413,2017-05-01,9,4021
2017050110,NULL,NULL,2017-05-01,10,4182
2017050111,3252,5424,2017-05-01,11,4107
2017050112,NULL,NULL,2017-05-01,12,3761
2017050113,3120,5231,2017-05-01,13,3791
2017050114,NULL,NULL,2017-05-01,14,4029
2017050115,2997,5125,2017-05-01,15,4229
2017050116,NULL,NULL,2017-05-01,16,4345
2017050117,2931,5007,2017-05-01,17,4148
2017050118,NULL,NULL,2017-05-01,18,4076
2017050119,2866,4900,2017-05-01,19,3943
2017050120,NULL,NULL,2017-05-01,20,3887
2017050121,2806,4998,2017-05-01,21,3830
2017050122,NULL,NULL,2017-05-01,22,3971
2017050123,2751,5134,2017-05-01,23,4075
2017050124,NULL,NULL,2017-05-01,24,4250
2017050125,2701,5151,2017-05-01,25,4328
2017050126,NULL,NULL,2017-05-01,26,4347
2017050127,2656,5136,2017-05-01,27,4230
2017050128,NULL,NULL,2017-05-01,28,4188
2017050129,2587,4927,2017-05-01,29,4260
2017050130,NULL,NULL,2017-05-01,30,4260
2017050131,2517,4641,2017-05-01,31,4132
2017050132,NULL,NULL,2017-05-01,32,3994
2017050133,2453,4221,2017-05-01,33,4112
2017050134,NULL,NULL,2017-05-01,34,4185
2017050135,2345,4008,2017-05-01,35,4176
2017050136,NULL,NULL,2017-05-01,36,4081
2017050137,2243,3905,2017-05-01,37,4042
2017050138,NULL,NULL,2017-05-01,38,3730
2017050139,2147,3741,2017-05-01,39,3321
2017050140,NULL,NULL,2017-05-01,40,3186
2017050141,1962,3546,2017-05-01,41,2972
2017050142,NULL,NULL,2017-05-01,42,2791
2017050143,1797,3094,2017-05-01,43,2922
2017050144,NULL,NULL,2017-05-01,44,3032
2017050145,1932,2968,2017-05-01,45,3054
2017050146,NULL,NULL,2017-05-01,46,2951
2017050147,1768,2719,2017-05-01,47,2824
2017050148,NULL,NULL,2017-05-01,48,2809
2017050201,1624,2451,2017-05-02,1,2875
2017050202,NULL,NULL,2017-05-02,2,2716
2017050203,1500,2098,2017-05-02,3,2645
2017050204,NULL,NULL,2017-05-02,4,2639
2017050205,1463,1778,2017-05-02,5,2326
2017050206,NULL,NULL,2017-05-02,6,1956
2017050207,1430,1528,2017-05-02,7,1707
2017050208,NULL,NULL,2017-05-02,8,1514
2017050209,1402,1369,2017-05-02,9,1295
2017050210,NULL,NULL,2017-05-02,10,988
2017050211,1396,1224,2017-05-02,11,876
2017050212,NULL,NULL,2017-05-02,12,843
2017050213,1407,1107,2017-05-02,13,913
2017050214,NULL,NULL,2017-05-02,14,843
2017050215,1432,1059,2017-05-02,15,708
2017050216,NULL,NULL,2017-05-02,16,648
2017050217,1525,1006,2017-05-02,17,615
2017050218,NULL,NULL,2017-05-02,18,608
2017050219,1641,956,2017-05-02,19,660
2017050220,NULL,NULL,2017-05-02,20,690
2017050221,1777,968,2017-05-02,21,723
2017050222,NULL,NULL,2017-05-02,22,833
2017050223,1943,1062,2017-05-02,23,905
2017050224,NULL,NULL,2017-05-02,24,987
2017050225,2126,1208,2017-05-02,25,1056
2017050226,NULL,NULL,2017-05-02,26,1208
2017050227,2322,1389,2017-05-02,27,1328
2017050228,NULL,NULL,2017-05-02,28,1335
2017050229,2475,1604,2017-05-02,29,1394
2017050230,NULL,NULL,2017-05-02,30,1379
2017050231,2656,1856,2017-05-02,31,1396
2017050232,NULL,NULL,2017-05-02,32,1530
2017050233,2864,2167,2017-05-02,33,1646
2017050234,NULL,NULL,2017-05-02,34,1741
2017050235,3122,2499,2017-05-02,35,2006
2017050236,NULL,NULL,2017-05-02,36,2293
2017050237,3424,2823,2017-05-02,37,2307
2017050238,NULL,NULL,2017-05-02,38,2344
2017050239,3752,3212,2017-05-02,39,2559
2017050240,NULL,NULL,2017-05-02,40,2821
2017050241,3750,3449,2017-05-02,41,3148
2017050242,NULL,NULL,2017-05-02,42,3281
2017050243,3746,3401,2017-05-02,43,3091
2017050244,NULL,NULL,2017-05-02,44,3083
2017050245,3791,3722,2017-05-02,45,3285
2017050246,NULL,NULL,2017-05-02,46,3364
2017050247,3651,3755,2017-05-02,47,3487
2017050248,NULL,NULL,2017-05-02,48,3463
2017050301,3516,3641,2017-05-03,1,3519
2017050302,NULL,NULL,2017-05-03,2,3481
2017050303,3386,3552,2017-05-03,3,3420
2017050304,NULL,NULL,2017-05-03,4,3428
2017050305,3356,3555,2017-05-03,5,3519
2017050306,NULL,NULL,2017-05-03,6,3642
2017050307,3327,3633,2017-05-03,7,3740
2017050308,NULL,NULL,2017-05-03,8,3785
2017050309,3301,3690,2017-05-03,9,3638
2017050310,NULL,NULL,2017-05-03,10,3499
2017050311,3409,3847,2017-05-03,11,3558
2017050312,NULL,NULL,2017-05-03,12,3834
2017050313,3512,3979,2017-05-03,13,3980
2017050314,NULL,NULL,2017-05-03,14,3906
2017050315,3610,4029,2017-05-03,15,3768
2017050316,NULL,NULL,2017-05-03,16,3924
